,Unnamed: 0,business_name,telephone,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url,keyword,Address,x,y,STATE,GEOID,BLOCK,TRACT
58,18,"Illinois Title Loans, Inc.",(708) 652-2710,https://www.yellowpages.com/cicero-il/mip/illinois-title-loans-inc-7297170,79.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,2217 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"2217 S Cicero Ave Cicero, IL 60804",-87.744225,41.8502,NS,17,3000,813801
59,19,First American Cash Advance,(708) 488-8880,https://www.yellowpages.com/river-forest-il/mip/first-american-cash-advance-23234153,80.0,"Payday Loans,Financing Services,Check Cashing Service",http://cashcitypayday.com,,7756 Madison St,"River Forest, IL 60305",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"7756 Madison St River Forest, IL 60305",,,,,,
60,21,Check Into Cash,(708) 652-2547,https://www.yellowpages.com/cicero-il/mip/check-into-cash-2318946,82.0,"Payday Loans,Check Cashing Service,Bill Paying Service",https://local.checkintocash.com/il/cicero/1637-so-cicero-4046.html,,1637 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"1637 S Cicero Ave Cicero, IL 60804",-87.744484,41.858006,NS,17,3000,813702
61,23,Check Into Cash,(708) 652-2547,https://www.yellowpages.com/cicero-il/mip/check-into-cash-509409602,84.0,"Payday Loans,Check Cashing Service,Loans",http://www.checkintocash.com,,1641 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"1641 S Cicero Ave Cicero, IL 60804",-87.744484,41.857956,NS,17,3000,813702
62,25,Check N' Go,(708) 652-4500,https://www.yellowpages.com/cicero-il/mip/check-n-go-18475977,86.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,2317 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"2317 S Cicero Ave Cicero, IL 60804",-87.74415,41.847527,NS,17,3000,813801
63,26,Check N' Go,(708) 484-8200,https://www.yellowpages.com/berwyn-il/mip/check-n-go-3714042,87.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,6637 Roosevelt Rd,"Berwyn, IL 60402",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"6637 Roosevelt Rd Berwyn, IL 60402",-87.790375,41.86521,NS,17,5001,814600
64,0,Title Loans Of America,(708) 389-3628,https://www.yellowpages.com/alsip-il/mip/title-loans-of-america-1446979,91.0,"Payday Loans,Loans,Title Loans",http://www.illinoistitleloansinc.com,,11915 S Pulaski Rd,"Alsip, IL 60803",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"11915 S Pulaski Rd Alsip, IL 60803",-87.71972,41.676304,NS,17,6002,823304
65,1,"Illinois Title Loans, Inc.",(708) 681-0277,https://www.yellowpages.com/maywood-il/mip/illinois-title-loans-inc-268683,92.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,100 Madison St,"Maywood, IL 60153",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"100 Madison St Maywood, IL 60153",-87.834045,41.87903,NS,17,1005,817500
66,2,"Illinois Title Loans, Inc.",(708) 499-4053,https://www.yellowpages.com/burbank-il/mip/illinois-title-loans-inc-11806882,93.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,8238 S Cicero Ave,"Burbank, IL 60459",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"8238 S Cicero Ave Burbank, IL 60459",-87.74115,41.74294,NS,17,2000,821102
67,3,First American Cash Advance,(708) 430-5556,https://www.yellowpages.com/burbank-il/mip/first-american-cash-advance-23234878,94.0,"Payday Loans,Financing Services,Check Cashing Service",http://www.cashcitypayday.com,,5603 West 79th St,"Burbank, IL 60459",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"5603 West 79th St Burbank, IL 60459",,,,,,
68,11,PLS Loan Store,(708) 338-3330,https://www.yellowpages.com/broadview-il/mip/pls-loan-store-10075660,102.0,"Payday Loans,Alternative Loans,Financing Services",http://pls247.com/il/store-locator/store/66-1900-w-roosevelt-rd-broadview.html,,1900 W Roosevelt Rd,"Broadview, IL 60155",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"1900 W Roosevelt Rd Broadview, IL 60155",-87.85558,41.86399,NS,17,5024,817900
69,12,Check N' Go,(708) 660-9655,https://www.yellowpages.com/oak-park-il/mip/check-n-go-10295250,103.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,7101 North Ave,"Oak Park, IL 60302",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"7101 North Ave Oak Park, IL 60302",,,,,,
70,13,Check N' Go,(708) 344-1256,https://www.yellowpages.com/melrose-park-il/mip/check-n-go-14472865,104.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,1935 N Mannheim Rd,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"1935 N Mannheim Rd Melrose Park, IL 60160",-87.88381,41.909008,NS,17,4001,811301
71,14,Check N' Go,(708) 430-5500,https://www.yellowpages.com/burbank-il/mip/check-n-go-472816506,105.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,8535 S Harlem Ave Ste A,"Burbank, IL 60459",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"8535 S Harlem Ave Ste A Burbank, IL 60459",,,,,,
72,15,Check N' Go,(708) 867-9800,https://www.yellowpages.com/harwood-heights-il/mip/check-n-go-21906304,106.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,1.0,4634 N Harlem Ave,"Harwood Heights, IL 60706",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"4634 N Harlem Ave Harwood Heights, IL 60706",-87.80719,41.964787,NS,17,1014,810502
73,16,Check Into Cash,(847) 690-1242,https://www.yellowpages.com/riverside-il/mip/check-into-cash-465489056,107.0,"Payday Loans,Check Cashing Service,Bill Paying Service",https://local.checkintocash.com/il/north-riverside/9165-west-cermak-4036.html,,9165 W Cermak Rd,"Riverside, IL 60546",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"9165 W Cermak Rd Riverside, IL 60546",-87.85181,41.849483,NS,17,2006,818000
74,17,Money Mart,(708) 344-6278,https://www.yellowpages.com/broadview-il/mip/money-mart-465891641,108.0,"Payday Loans,Check Cashing Service,Money Transfer Service",http://www.moneymart.com,,1707 W Roosevelt Rd,"Broadview, IL 60155",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"1707 W Roosevelt Rd Broadview, IL 60155",-87.853195,41.86406,NS,17,5021,817900
75,18,Advance America,(708) 547-0135,https://www.yellowpages.com/hillside-il/mip/advance-america-4546799,109.0,"Payday Loans,Check Cashing Service,Financing Services",http://www.advanceamerica.net,,446 N Mannheim Rd,"Hillside, IL 60162",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"446 N Mannheim Rd Hillside, IL 60162",,,,,,
76,19,Advance America,(708) 388-4789,https://www.yellowpages.com/blue-island-il/mip/advance-america-5968067,110.0,"Payday Loans,Check Cashing Service,Loans",http://www.advanceamerica.net,,12200 Western Ave,"Blue Island, IL 60406",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"12200 Western Ave Blue Island, IL 60406",-87.68053,41.67156,NS,17,1031,823500
77,20,Check N' Go,(708) 824-2200,https://www.yellowpages.com/merrionette-park-il/mip/check-n-go-10438869,111.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,1.0,3219 W 115th St Ste 5-a,"Merrionette Park, IL 60803",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"3219 W 115th St Ste 5-a Merrionette Park, IL 60803",-87.70113,41.68425,NS,17,2005,823304
78,21,Cash Loans Today,(708) 371-1212,https://www.yellowpages.com/alsip-il/mip/cash-loans-today-23057598,112.0,"Payday Loans,Loans,Financing Services",https://www.cash-advance-loans.co/?c=232985,,11949 S Pulaski Rd,"Alsip, IL 60803",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"11949 S Pulaski Rd Alsip, IL 60803",-87.719696,41.675762,NS,17,6002,823304
79,22,Check N' Go,(708) 422-9500,https://www.yellowpages.com/evergreen-park-il/mip/check-n-go-1906354,113.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,2512 W 94th St,"Evergreen Park, IL 60805",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"2512 W 94th St Evergreen Park, IL 60805",-87.68249,41.72183,NS,17,3034,821600
80,23,"Devon Financial Services, Inc.",(708) 422-6006,https://www.yellowpages.com/oak-lawn-il/mip/devon-financial-services-inc-503041045,114.0,"Payday Loans,Loans,Title Loans",http://www.dfsloansoaklawnil.com,,8832 S Cicero Ave,"Oak Lawn, IL 60453",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"8832 S Cicero Ave Oak Lawn, IL 60453",-87.74118,41.731358,NS,17,1000,822101
81,24,Express Paycheck,(708) 563-2274,https://www.yellowpages.com/bridgeview-il/mip/express-paycheck-533032414,115.0,"Payday Loans,Loans",,,7510 S Harlem Ave,"Bridgeview, IL 60455",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"7510 S Harlem Ave Bridgeview, IL 60455",-87.79999,41.755085,NS,17,2000,820502
82,25,Express Paycheck,(708) 447-9303,https://www.yellowpages.com/riverside-il/mip/express-paycheck-533023118,116.0,"Payday Loans,Loans",,,9263 W Cermak Rd,"Riverside, IL 60546",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"9263 W Cermak Rd Riverside, IL 60546",-87.85427,41.849403,NS,17,3025,818000
83,26,Check N' Go,(847) 329-9294,https://www.yellowpages.com/lincolnwood-il/mip/check-n-go-2664179,117.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,6839 N Lincoln Ave,"Lincolnwood, IL 60712",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"6839 N Lincoln Ave Lincolnwood, IL 60712",-87.73131,42.005417,NS,17,2022,808001
84,27,Cashcity Loans And Installment Loans,(708) 430-5556,https://www.yellowpages.com/burbank-il/mip/cashcity-loans-and-installment-loans-533153602,118.0,"Payday Loans,Loans",http://www.cashcitypayday.com,,5603 W 79th St,"Burbank, IL 60459",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"5603 W 79th St Burbank, IL 60459",-87.761,41.748795,NS,17,1000,821002
85,28,Check N' Go,(708) 857-8400,https://www.yellowpages.com/chicago-ridge-il/mip/check-n-go-472127518,119.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,9990 Ridgeland Ave,"Chicago Ridge, IL 60415",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=4",payday loans,"9990 Ridgeland Ave Chicago Ridge, IL 60415",-87.77957,41.710003,NS,17,5010,823001
86,0,Metro Loan Store,(708) 581-5977,https://www.yellowpages.com/hickory-hills-il/mip/metro-loan-store-504506978,121.0,"Payday Loans,Financing Services,Loans",http://www.metroloanstore.com,,7612 W 95th St,"Hickory Hills, IL 60457",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"7612 W 95th St Hickory Hills, IL 60457",-87.80901,41.71874,NS,17,2019,823703
87,1,Advance America,(847) 647-1301,https://www.yellowpages.com/niles-il/mip/advance-america-2609897,122.0,"Payday Loans,Check Cashing Service,Loans",http://www.advanceamerica.net,,5942 W Touhy Ave,"Niles, IL 60714",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"5942 W Touhy Ave Niles, IL 60714",-87.779686,42.011997,NS,17,1031,808100
88,2,Advance America,(708) 343-8906,https://www.yellowpages.com/broadview-il/mip/advance-america-5684281,123.0,"Payday Loans,Check Cashing Service,Financing Services",http://www.advanceamerica.net,,2828 S 17th Ave,"Broadview, IL 60155",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"2828 S 17th Ave Broadview, IL 60155",-87.852554,41.852516,NS,17,1045,818000
89,4,A All Payday Loans,(708) 453-6308,https://www.yellowpages.com/river-grove-il/mip/a-all-payday-loans-8963328,125.0,"Loans,Financing Services,Check Cashing Service",http://aallfinancial.com,1.0,8261 Belmont Ave,"River Grove, IL 60171",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"8261 Belmont Ave River Grove, IL 60171",-87.83258,41.937622,NS,17,1002,811100
90,5,Cash Mart Payday Loans,(708) 563-2274,https://www.yellowpages.com/bridgeview-il/mip/cash-mart-payday-loans-455792637,126.0,Loans,,,7510 S Harlem Ave # 1,"Bridgeview, IL 60455",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"7510 S Harlem Ave # 1 Bridgeview, IL 60455",-87.79999,41.755085,NS,17,2000,820502
91,6,America's Financial Choice,(708) 665-5595,https://www.yellowpages.com/oak-brook-il/mip/americas-financial-choice-523238766?lid=1002059692496,127.0,"Payday Loans,Financing Services,Banks",https://www.afchoice.com,,1100 Jorie Blvd,"Oak Brook, IL 60523",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"1100 Jorie Blvd Oak Brook, IL 60523",-87.94716,41.843372,NS,17,2013,844601
92,7,A & B Jewelry & Loan,(847) 779-3170,https://www.yellowpages.com/skokie-il/mip/a-b-jewelry-loan-472832163?lid=1001400521832,128.0,"Payday Loans,Jewelers,Pawnbrokers",http://www.abpawnskokie.com,,3522 Dempster St,"Skokie, IL 60076",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"3522 Dempster St Skokie, IL 60076",-87.716606,42.040855,NS,17,2035,807100
93,8,Worth Pawn Shop,(708) 813-5831,https://www.yellowpages.com/worth-il/mip/worth-pawn-shop-555750828?lid=1002036830758,129.0,"Payday Loans,Metals,Gold, Silver & Platinum Buyers & Dealers",,,11527 S Harlem Ave,"Worth, IL 60482",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"11527 S Harlem Ave Worth, IL 60482",-87.79714,41.682007,NS,17,5021,823101
94,9,Speedy Cash,(708) 580-6975,https://www.yellowpages.com/dolton-il/mip/speedy-cash-497158049?lid=1000785042912,130.0,"Payday Loans,Money Transfer Service,Money Order Service",https://www.speedycash.com/store-services/find-a-store/illinois/dolton/sibley-and-greenwood-rd/?utm_source=iyp&utm_medium=yp&utm_campaign=mlp&utm_state=IL&cvsosrc=directory.yp.iyp-mlp,,848 E Sibley Blvd,"Dolton, IL 60419",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"848 E Sibley Blvd Dolton, IL 60419",-87.595955,41.622574,NS,17,5011,826402
95,11,America's Financial Choice,(708) 201-0668,https://www.yellowpages.com/dolton-il/mip/americas-financial-choice-9471469,132.0,"Payday Loans,Loans,Check Cashing Service",http://afchoice.com,,1107 E Sibley Blvd,"Dolton, IL 60419",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"1107 E Sibley Blvd Dolton, IL 60419",-87.59032,41.622612,NS,17,1002,826304
96,12,First Cash Advance,(708) 396-0600,https://www.yellowpages.com/blue-island-il/mip/first-cash-advance-481914903,133.0,"Payday Loans,Check Cashing Service,Loans",http://www.checksmartstores.com,,12601 Western Ave Ste F,"Blue Island, IL 60406",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"12601 Western Ave Ste F Blue Island, IL 60406",-87.68029,41.664722,NS,17,2019,821200
97,13,PLS Financial,(630) 560-5294,https://www.yellowpages.com/oak-brook-il/mip/pls-financial-472915909,134.0,"Payday Loans,Financial Services,Financial Planning Consultants",http://www.plsfinancial.com,,800 Jorie Blvd,"Oak Brook, IL 60523",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"800 Jorie Blvd Oak Brook, IL 60523",-87.94217,41.8435,NS,17,2013,844601
98,14,AmeriCashLoans.Net,(888) 907-4227,https://www.yellowpages.com/des-plaines-il/mip/americashloans-net-541695901,135.0,"Payday Loans,Financial Services,Loans",https://www.americashloans.net,,2400 E Devon Ave Ste 300,"Des Plaines, IL 60018",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"2400 E Devon Ave Ste 300 Des Plaines, IL 60018",-87.87029,41.995556,NS,17,2011,806600
99,15,Checksmart,(708) 841-5505,https://www.yellowpages.com/dolton-il/mip/checksmart-546001687,136.0,"Payday Loans,Check Cashing Service,Tax Return Preparation",http://www.checksmartstores.com,,1205 E Sibley Blvd,"Dolton, IL 60419",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"1205 E Sibley Blvd Dolton, IL 60419",-87.58783,41.622635,NS,17,1000,826304
100,16,Short Term Loans,(847) 759-4600,https://www.yellowpages.com/des-plaines-il/mip/short-term-loans-535153048,137.0,Payday Loans,https://www.shorttermloans.com,,2140 S Wolf Rd Ste B,"Des Plaines, IL 60018",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"2140 S Wolf Rd Ste B Des Plaines, IL 60018",-87.90894,42.013954,NS,17,1014,770602
101,17,"Illinois Title Loans, Inc.",(630) 530-2211,https://www.yellowpages.com/villa-park-il/mip/illinois-title-loans-inc-14107204,138.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,205 E Saint Charles Rd,"Villa Park, IL 60181",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"205 E Saint Charles Rd Villa Park, IL 60181",-87.97362,41.889893,NS,17,1005,843800
102,18,"Illinois Title Loans, Inc.",(708) 201-1173,https://www.yellowpages.com/dolton-il/mip/illinois-title-loans-inc-9822415,139.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,801 E Sibley Blvd,"Dolton, IL 60419",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"801 E Sibley Blvd Dolton, IL 60419",-87.59771,41.622555,NS,17,1001,826303
103,19,"Illinois Title Loans, Inc.",(708) 891-2644,https://www.yellowpages.com/calumet-city-il/mip/illinois-title-loans-inc-4704823,140.0,"Payday Loans,Alternative Loans,Loans",http://www.illinoistitleloansinc.com,,473 Torrence Ave,"Calumet City, IL 60409",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"473 Torrence Ave Calumet City, IL 60409",-87.559135,41.621494,NS,17,2002,825803
104,20,Check N' Go,(847) 583-1600,https://www.yellowpages.com/niles-il/mip/check-n-go-2148297,141.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,8305 W Golf Rd,"Niles, IL 60714",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"8305 W Golf Rd Niles, IL 60714",-87.83344,42.0547,NS,17,1000,806004
105,21,Check N' Go,(630) 227-1200,https://www.yellowpages.com/bensenville-il/mip/check-n-go-16682487,142.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,1047 S York Rd,"Bensenville, IL 60106",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"1047 S York Rd Bensenville, IL 60106",-87.93963,41.934677,NS,17,1024,840703
106,22,Check N' Go,(847) 677-6500,https://www.yellowpages.com/skokie-il/mip/check-n-go-2063993,143.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,3435 Dempster St,"Skokie, IL 60076",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"3435 Dempster St Skokie, IL 60076",-87.71466,42.04087,NS,17,2006,807200
107,23,PLS Loan Store,(630) 620-1800,https://www.yellowpages.com/oakbrook-terrace-il/mip/pls-loan-store-167914,144.0,"Payday Loans,Loans,Check Cashing Service",http://pls247.com/il/store-locator/store/59-17-w-625-roosevelt-rd-oakbrook-terrace.html,,17w625 Roosevelt Rd,"Oakbrook Terrace, IL 60181",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"17w625 Roosevelt Rd Oakbrook Terrace, IL 60181",,,,,,
108,24,Sun Cash,(708) 304-3651,https://www.yellowpages.com/calumet-city-il/mip/sun-cash-3242503?lid=1001933257218,145.0,"Payday Loans,Alternative Loans,Loans",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpnqexjNoquDKCx2KVzeSLH3SPPrssKdlFMJXBvn6JLTrggDiY-Qdr8_NOeiF1mNmHmNr4fQexzCo3RB644Z9L6ZwXqbUE8U2QcUV0lYLrN2896YzAoI5fUlKwVQ6Qo3A6zzzSx649LysGoMHKgO3DnMxiZvzY9IeIQ7EFi4i3FCXqkUPbfUWAanyNWkzoxLYS_Vi5_LKUtYh38hhEAfzzlOrw0e7sjopMWegXjn5Bu7jLULBetpPZoTsAogD4DfQQ0Wyd2_aGxzgiNvqRy-kuxxJ_voVZ06IHQQOxUffsxlYo&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,,598 Torrence Ave,"Calumet City, IL 60409",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"598 Torrence Ave Calumet City, IL 60409",-87.559135,41.619297,NS,17,2006,825803
109,25,USA Loans,(708) 385-6209,https://www.yellowpages.com/crestwood-il/mip/usa-loans-472121318,146.0,"Payday Loans,Check Cashing Service,Loans",,2.0,13543 Cicero Ave,"Crestwood, IL 60418",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"13543 Cicero Ave Crestwood, IL 60418",-87.73804,41.646336,NS,17,1009,824400
110,26,PLS Loan Store,(708) 868-9800,https://www.yellowpages.com/calumet-city-il/mip/pls-loan-store-512561075,147.0,"Payday Loans,Loans,Financial Services",http://pls247.com,1.0,2036 Sibley Blvd,"Calumet City, IL 60409",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"2036 Sibley Blvd Calumet City, IL 60409",-87.57488,41.622726,NS,17,2030,825801
111,27,Advance America,(630) 495-0186,https://www.yellowpages.com/lombard-il/mip/advance-america-5760382,148.0,"Payday Loans,Check Cashing Service,Loans",http://www.advanceamerica.net,,890 E Roosevelt Rd,"Lombard, IL 60148",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"890 E Roosevelt Rd Lombard, IL 60148",,,,,,
112,28,Tri State Financial Service Inc,(708) 409-1290,https://www.yellowpages.com/northlake-il/mip/tri-state-financial-service-inc-2886114,149.0,"Payday Loans,Financing Services,Financial Services",,,48 E North Ave,"Northlake, IL 60164",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"48 E North Ave Northlake, IL 60164",-87.90273,41.90721,NS,17,4026,811800
113,29,1st Loans Financial,(708) 396-0600,https://www.yellowpages.com/blue-island-il/mip/1st-loans-financial-546001689,150.0,"Payday Loans,Alternative Loans,Check Cashing Service",https://www.qcholdings.com/#DpkA2B,,12601 Western Ave,"Blue Island, IL 60406",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=5",payday loans,"12601 Western Ave Blue Island, IL 60406",-87.68029,41.664722,NS,17,2019,821200
114,0,Check N' Go,(224) 534-0310,https://www.yellowpages.com/skokie-il/mip/check-n-go-541158790,151.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,3557 Dempster St,"Skokie, IL 60076",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=6",payday loans,"3557 Dempster St Skokie, IL 60076",-87.71759,42.040833,NS,17,2008,807200
115,1,Check N' Go,(847) 759-8000,https://www.yellowpages.com/des-plaines-il/mip/check-n-go-455517544,152.0,"Payday Loans,Check Cashing Service,Loans",http://www.checkngo.com,,1577 Lee St,"Des Plaines, IL 60018",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=6",payday loans,"1577 Lee St Des Plaines, IL 60018",-87.89442,42.02454,NS,17,3000,770601
116,2,Check N' Go,(708) 489-2900,https://www.yellowpages.com/crestwood-il/mip/check-n-go-1659175,153.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,13217 Cicero Ave,"Crestwood, IL 60418",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=6",payday loans,"13217 Cicero Ave Crestwood, IL 60418",-87.738266,41.652657,NS,17,2006,823603
117,3,USA Payday Loans,(708) 947-2888,https://www.yellowpages.com/northlake-il/mip/usa-payday-loans-18314644,154.0,"Financing Services,Check Cashing Service,Loans",,1.0,10 W North Ave,"Northlake, IL 60164",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=6",payday loans,"10 W North Ave Northlake, IL 60164",-87.90372,41.907196,NS,17,2021,811800
